idx,trial,E_main,E_main_int,win_input_all,rel_improvement
0,zero_baseline,1.6918573611945504,0.9576896600728935,True,0.4339418428293846
1,zero_baseline,1.7128688594054475,1.01937334849346,True,0.40487367559026166
2,zero_baseline,1.3054631142529216,0.7611563503081539,True,0.4169453414666883
3,zero_baseline,1.8122949838901319,1.1755461412060828,True,0.3513494482652609
4,zero_baseline,2.1741885206754157,1.772340266876273,True,0.1848267755889553
5,zero_baseline,0.799964944785083,0.7208761155966146,True,0.09886536866889507
6,zero_baseline,1.2031026900115962,1.0089802048557044,True,0.16135155109150273
7,zero_baseline,0.9308478219255415,0.7406214438664657,True,0.20435819215365547
8,zero_baseline,1.6598505881915264,1.6113120914482193,True,0.02924269032923169
9,zero_baseline,1.4088185585356805,0.5483480646733883,True,0.6107745306507394
10,zero_baseline,1.2801473975717705,1.1967862474176714,True,0.06511839989063484
11,zero_baseline,1.4364756549032567,0.8895947638388363,True,0.38071017019837405
12,zero_baseline,0.9127121300257437,0.7492636552887235,True,0.17907998519996762
13,zero_baseline,2.3123869762915,2.02802481472243,True,0.1229734315598829
14,zero_baseline,1.5300141528240672,0.8029838463464611,True,0.47517881134314605
15,zero_baseline,0.7746127516188249,0.8415549076892562,False,-0.08642015759545112
16,zero_baseline,0.7438738768847957,0.5313422901419991,True,0.28570916837751226
17,zero_baseline,0.622725665125248,0.4727501757810333,True,0.2408371739645731
18,zero_baseline,0.9715669194635622,0.688845896108451,True,0.2909949049221652
19,zero_baseline,1.3790415656164767,1.532570909129232,False,-0.11133046845039177
20,zero_baseline,1.5934485594369696,1.0810966312506565,True,0.3215365348016169
21,zero_baseline,0.7123760881542713,0.6024361213949572,True,0.15432854722006245
22,zero_baseline,1.0253848098279879,1.1607192185214796,False,-0.13198401945905813
23,zero_baseline,0.9895820661187729,1.1032525942024558,False,-0.11486720705175449
24,zero_baseline,1.0720834093103324,0.5929451398966525,True,0.44692256708035516
25,zero_baseline,0.9520305672733028,0.6509382268906683,True,0.31626331205380576
26,zero_baseline,0.5985482121902508,0.9309572655922334,False,-0.55535886104321
27,zero_baseline,0.9751770823380845,0.8672266741310642,True,0.11069826205112172
28,zero_baseline,1.0524174166969353,0.9887443164657781,True,0.06050175455185638
29,zero_baseline,0.5532190895246298,0.4725000500180132,True,0.14590790707499082
30,zero_baseline,1.1356088770538508,0.8935572867214833,True,0.21314696919252443
31,zero_baseline,1.510469532476481,0.8675971031188296,True,0.42561098753392806
32,zero_baseline,1.7118388032904703,1.3985391114093653,True,0.18301938902115208
33,zero_baseline,1.149675339152602,0.7806771189805078,True,0.3209586285844427
34,zero_baseline,1.7461599064247215,1.5112104795669643,True,0.1345520682230551
35,zero_baseline,0.6366792757570836,0.4597474794823178,True,0.2778978412075625
36,zero_baseline,0.8798577167983314,0.8568423158616673,True,0.026158094084106565
37,zero_baseline,0.9513432532232351,0.8346243435188915,True,0.12268853466797283
38,zero_baseline,1.0683873679206275,0.5102418044509354,True,0.5224187221115061
39,zero_baseline,1.2712977972337212,1.1530789749595114,True,0.09299066082813552
40,zero_baseline,0.93689033214724,0.6026893098107111,True,0.356713065413135
41,zero_baseline,1.4670748268268619,1.0111116374454039,True,0.31079750060693945
42,zero_baseline,2.074093797188253,1.0152557051957676,True,0.5105063683365669
43,zero_baseline,2.593894477154276,1.417236632681128,True,0.4536259492574225
44,zero_baseline,0.651491526408155,0.5555392896440106,True,0.14728086686408218
45,zero_baseline,1.1326484039871167,0.8124142580001874,True,0.28273040853575343
46,zero_baseline,3.2304775878121155,0.8555450219559328,True,0.7351645387714646
47,zero_baseline,0.9205932629157151,0.47017741037697064,True,0.48926694413523314
48,zero_baseline,1.76831674550938,2.0973247663851295,False,-0.1860571765273815
49,zero_baseline,1.2298820900823324,0.9921196066603336,True,0.1933213641690553
50,zero_baseline,0.9331454434905667,0.8559699250994117,True,0.0827047047482609
51,zero_baseline,0.9313414708946604,0.65956012158079,True,0.2918170808527417
52,zero_baseline,0.5841808197134322,0.7445264231723344,False,-0.27447940440304897
53,zero_baseline,1.8659691678760006,1.8293397900887673,True,0.01963021598524494
54,zero_baseline,1.3745917792847553,0.8653235578986579,True,0.370486881313022
55,zero_baseline,1.3583224383817776,0.5866808479997618,True,0.5680842549437188
56,zero_baseline,0.8254411432612456,1.271751241718611,False,-0.540692818743554
57,zero_baseline,1.4868825267585835,1.4017151948239357,True,0.057279126226774606
58,zero_baseline,1.0525915283595646,1.0584096827414673,False,-0.005527456971808052
59,zero_baseline,2.1907027809088326,2.1682170598081862,True,0.010264158742386644
60,zero_baseline,2.9173517503267394,2.171100602143255,True,0.255797453323772
61,zero_baseline,1.2647624293494448,0.8995977235926428,True,0.28872197440616804
62,zero_baseline,2.298234025831911,1.484420075648302,True,0.35410403859488243
63,zero_baseline,0.8162902874405931,0.7627661167928499,True,0.06557002021363989
64,zero_baseline,1.1381243638305232,1.123381483916299,True,0.012953663398077096
65,zero_baseline,1.1803604581478848,0.5626047934282397,True,0.5233618768358678
66,zero_baseline,0.8938949336514673,0.870428803100167,True,0.0262515533625606
67,zero_baseline,1.2930954134169828,1.1774651938616634,True,0.08942125875280854
68,zero_baseline,1.1453781542615844,0.8858880981404996,True,0.22655404693670733
69,zero_baseline,1.5159927254558037,0.6980096529047214,True,0.5395692596774203
70,zero_baseline,0.758413568935068,0.3387140980331528,True,0.5533913000669093
71,zero_baseline,1.506644795851836,0.8480137813703815,True,0.4371508243312496
72,zero_baseline,1.6050821013620757,1.2886360064402755,True,0.1971525909192223
73,zero_baseline,1.3288460228016172,1.867460794994566,False,-0.4053251941537797
74,zero_baseline,0.7122789280333511,0.6605404432288602,True,0.07263795511580226
75,zero_baseline,0.5881689381285752,0.7286228836462725,False,-0.23879864510416382
76,zero_baseline,0.9518411072169054,0.5806727681418193,True,0.389947793030244
77,zero_baseline,0.7038536262232687,0.5949443308298691,True,0.1547328753247027
78,zero_baseline,0.920976009654474,0.5808107030727669,True,0.36935305916270156
79,zero_baseline,0.4806540884160222,0.2832706452437289,True,0.4106559122847628
80,zero_baseline,1.1856785738323936,0.8836764911553896,True,0.2547082230731446
81,zero_baseline,1.6972316224014306,1.433039284007275,True,0.15566074477223765
82,zero_baseline,1.212790510077395,0.630397376083916,True,0.4802091780515606
83,zero_baseline,0.7536582152117985,0.674461528739462,True,0.10508302685982805
84,zero_baseline,0.6902317475597655,0.44814846845162176,True,0.35072753457610495
85,zero_baseline,0.9752176482450122,0.693443253576601,True,0.28893488051123717
86,zero_baseline,2.1512071158798642,2.039511394344949,True,0.051922346625921455
87,zero_baseline,1.1488950761963919,0.7772463437565356,True,0.3234836149441407
88,zero_baseline,0.9568215467899068,0.7070300501443229,True,0.26106382896932256
89,zero_baseline,0.7179692868586369,0.520073340154953,True,0.2756328861493105
90,zero_baseline,0.9949338841604862,0.6775142304814133,True,0.3190359266400791
91,zero_baseline,0.851148977303828,0.743726226362143,True,0.12620910534585875
92,zero_baseline,0.7101331546211271,0.37325811043276247,True,0.4743829266324301
93,zero_baseline,1.1890145542531614,0.6545703045221672,True,0.44948503600634004
94,zero_baseline,1.3086916580539796,0.724452995438985,True,0.4464295764544791
95,zero_baseline,1.251813513498959,0.9202429382985298,True,0.26487218073991503
96,zero_baseline,1.481784427442783,0.9876977008132115,True,0.3334403557485871
97,zero_baseline,0.6790711613726363,0.7930570090475224,False,-0.1678555270176893
98,zero_baseline,0.8346897881355373,0.5543657926567214,True,0.33584212897182464
99,zero_baseline,1.5118239917588432,0.6771042227253815,True,0.5521276111393123
